('Total Revenue', '227,583,000', '211,915,000', '198,270,000', '168,088,000', '143,015,000')
         535147 function calls (516611 primitive calls) in 1.428 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
        1    0.000    0.000    0.127    0.127 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.005    0.005 financial.py:18(<listcomp>)
      156    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      127    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
        7    0.000    0.000    0.003    0.000 typing.py:1591(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 ssl.py:1327(_real_close)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       14    0.000    0.000    0.001    0.000 typing.py:818(__getitem_inner__)
       19    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.003    0.003 cookies.py:39(<module>)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        7    0.000    0.000    0.002    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.001    0.001 client.py:204(_read_headers)
      195    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
       37    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       38    0.000    0.000    0.000    0.000 element.py:273(get_text)
        2    0.000    0.000    0.009    0.005 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:164(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.020    0.020 client.py:1(<module>)
      311    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
       10    0.000    0.000    0.000    0.000 parse.py:377(urlparse)
       35    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.563    0.563 connection.py:440(getresponse)
      170    0.000    0.000    0.000    0.000 enum.py:748(name)
       50    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
      146    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
       23    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
        9    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
      197    0.000    0.000    0.000    0.000 enum.py:753(value)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        1    0.000    0.000    1.060    1.060 sessions.py:673(send)
       19    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
      105    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       22    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       23    0.000    0.000    0.000    0.000 _collections.py:302(add)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        2    0.000    0.000    0.000    0.000 _collections.py:337(extend)
        7    0.000    0.000    0.001    0.000 typing.py:1593(<listcomp>)
       19    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1224(__init__)
      105    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.093    0.093 __init__.py:122(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1538(_make_netmask)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       23    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 connectionpool.py:178(__init__)
      112    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.038    0.038 dammit.py:2(<module>)
        1    0.000    0.000    0.060    0.060 connection.py:732(_ssl_wrap_socket_and_match_hostname)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7fe6d3d1b040}
      113    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
       24    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
      124    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.039    0.003 css_parser.py:294(__init__)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
       25    0.000    0.000    0.000    0.000 parse.py:121(_coerce_args)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.115    0.115 element.py:2(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:219(__init__)
      161    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.004    0.004 sessions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.043    0.043 ssl.py:983(_create)
      182    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       25    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       18    0.000    0.000    0.001    0.000 typing.py:802(__getitem__)
       19    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1662(_parse_hextet)
        1    0.000    0.000    0.561    0.561 client.py:276(_read_status)
       89    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _request_methods.py:1(<module>)
       37    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
       78    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
       73    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        3    0.000    0.000    0.000    0.000 url.py:369(parse_url)
       35    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
        1    0.000    0.000    0.052    0.052 connection.py:192(_new_conn)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       32    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
      9/7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1164(create_module)
        1    0.000    0.000    0.562    0.562 client.py:309(begin)
        1    0.000    0.000    0.006    0.006 css_match.py:1(<module>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       12    0.000    0.000    0.000    0.000 queue.py:153(get)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:324(request)
        1    0.000    0.000    0.676    0.676 connectionpool.py:598(urlopen)
        1    0.000    0.000    0.000    0.000 response.py:564(__init__)
        5    0.000    0.000    0.000    0.000 client.py:1212(putheader)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
      108    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.675    0.675 connectionpool.py:380(_make_request)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.052    0.052 connection.py:27(create_connection)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.010    0.010 feedparser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       14    0.000    0.000    0.016    0.001 css_parser.py:1126(process_selectors)
        9    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.002    0.002 client.py:222(parse_headers)
        1    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
       12    0.000    0.000    0.001    0.000 enum.py:889(_missing_)
       42    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       38    0.000    0.000    0.000    0.000 element.py:292(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        1    0.000    0.000    0.032    0.032 _base_connection.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.038    0.038 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:582(minimum_version)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
      112    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 poolmanager.py:200(__init__)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 poolmanager.py:306(connection_from_context)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
        1    0.000    0.000    0.041    0.041 css_parser.py:416(CSSParser)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.676    0.676 adapters.py:434(send)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      149    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        1    0.000    0.000    0.000    0.000 adapters.py:294(build_response)
        1    0.000    0.000    0.000    0.000 models.py:10(CharsetMatch)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
      125    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
       19    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       19    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       26    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2151(_IPv6Constants)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _collections.py:291(__iter__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:517(__init__)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1596(make_cookies)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        5    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:96(_default_key_normalizer)
        3    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fe6d3c9c040}
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
       50    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 connection.py:83(HTTPConnection)
        1    0.000    0.000    0.000    0.000 socket.py:301(makefile)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    1.062    1.062 sessions.py:502(request)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:340(to_key_val_list)
        2    0.000    0.000    0.000    0.000 _collections.py:143(clear)
       20    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1677(extract_cookies)
       28    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.001    0.001 sessions.py:459(prepare_request)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.005    0.005 parser.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:661(parse_pseudo_nth)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       38    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       78    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.001    0.001 utils.py:199(get_netrc_auth)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:2(<module>)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.013    0.013 socket.py:901(getaddrinfo)
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1484(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 _collections.py:206(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       32    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
        2    0.000    0.000    0.000    0.000 client.py:415(close)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 ssltransport.py:23(SSLTransport)
        1    0.000    0.000    0.000    0.000 response.py:531(HTTPResponse)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       24    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        7    0.000    0.000    0.000    0.000 element.py:824(<genexpr>)
        1    0.000    0.000    1.062    1.062 api.py:14(request)
        5    0.000    0.000    0.000    0.000 connection.py:310(putheader)
    29/13    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:242(__init__)
        1    0.000    0.000    0.011    0.011 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:135(__init__)
        1    0.000    0.000    0.056    0.056 ssl_.py:392(ssl_wrap_socket)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 client.py:1056(putrequest)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 pathlib.py:629(PurePath)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 cookies.py:1(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      119    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:544(set_alpn_protocols)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       20    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1178(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        3    0.000    0.000    0.384    0.128 models.py:887(content)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        8    0.000    0.000    0.000    0.000 parse.py:166(hostname)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        1    0.000    0.000    1.063    1.063 api.py:62(get)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1050(_new_conn)
        3    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.021    0.021 css_parser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
       23    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        4    0.000    0.000    0.000    0.000 cookiejar.py:877(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
       44    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 utils.py:764(should_bypass_proxies)
        3    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       10    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1243(CookieJar)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 models.py:225(CharsetMatches)
        8    0.000    0.000    0.000    0.000 parse.py:206(_hostinfo)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
       23    0.000    0.000    0.000    0.000 queue.py:245(_qsize)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       24    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
       12    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        1    0.000    0.000    0.000    0.000 ssl.py:1222(sendall)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.562    0.562 client.py:1304(getresponse)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        8    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
        1    0.000    0.000    0.000    0.000 connectionpool.py:121(HTTPConnectionPool)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       10    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        2    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 pathlib.py:1025(Path)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 client.py:820(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1518(_BaseV6)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
       43    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
       14    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
