('Total Revenue', '227,583,000', '211,915,000', '198,270,000', '168,088,000', '143,015,000')
         613248 function calls (588103 primitive calls) in 1.623 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       57    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       56    0.000    0.000    0.000    0.000 _urlparse.py:159(<genexpr>)
       56    0.000    0.000    0.000    0.000 _utils.py:29(normalize_header_key)
       55    0.000    0.000    0.002    0.000 typing.py:818(__getitem_inner__)
       55    0.000    0.000    0.001    0.000 typing.py:900(__init_subclass__)
       54    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       54    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
       54    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
       52    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       52    0.000    0.000    0.003    0.000 css_parser.py:1083(<listcomp>)
    52/14    0.001    0.000    0.016    0.001 css_parser.py:905(parse_selectors)
       52    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       52    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       49    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
       49    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
       49    0.000    0.000    0.001    0.000 dataclasses.py:669(_get_field)
       48    0.000    0.000    0.000    0.000 functools.py:64(wraps)
       47    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       47    0.000    0.000    0.000    0.000 _util.py:84(validate)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       47    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       45    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       45    0.000    0.000    0.001    0.000 typing.py:496(__init__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:552(<genexpr>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1810(__init__)
       42    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       42    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
    42/30    0.000    0.000    0.012    0.000 css_parser.py:566(parse_pseudo_class)
       41    0.000    0.000    0.001    0.000 typing.py:878(__class_getitem__)
       40    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       40    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
    39/23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
    39/23    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       38    0.000    0.000    0.000    0.000 element.py:292(<listcomp>)
       38    0.000    0.000    0.001    0.000 element.py:273(get_text)
    38/29    0.000    0.000    0.012    0.000 css_parser.py:726(parse_pseudo_open)
       38    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.002    0.000 typing.py:1435(_alias)
       37    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       37    0.000    0.000    0.000    0.000 __init__.py:648(_linkage_fixer)
       37    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
       37    0.000    0.000    0.000    0.000 inspect.py:2539(name)
       37    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
       37    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
       37    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
       35    0.001    0.000    0.020    0.001 element.py:792(_find_all)
       35    0.000    0.000    0.020    0.001 element.py:2013(find_all)
       35    0.000    0.000    0.000    0.000 element.py:2155(__init__)
       35    0.000    0.000    0.000    0.000 element.py:2422(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       35    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
       33    0.000    0.000    0.005    0.000 element.py:1987(find)
       33    0.000    0.000    0.000    0.000 dataclasses.py:342(_tuple_str)
       33    0.000    0.000    0.000    0.000 dataclasses.py:402(_field_assign)
       33    0.000    0.000    0.000    0.000 typing_extensions.py:2095(_is_unpack)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1662(_parse_hextet)
       31    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
       30    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       30    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:468(_init_param)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:631(__hash__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1224(__init__)
       30    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       29    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1538(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1558(_ip_int_from_string)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2075(__init__)
       28    0.000    0.000    0.000    0.000 _utils.py:45(normalize_header_value)
       28    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       28    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
    27/16    0.000    0.000    0.142    0.009 {built-in method builtins.__import__}
       27    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
       27    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       25    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
       25    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       25    0.001    0.000    0.001    0.000 enum.py:200(<setcomp>)
       25    0.003    0.000    0.007    0.000 enum.py:157(__new__)
       25    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       25    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       23    0.000    0.000    0.000    0.000 inspect.py:2489(__init__)
       23    0.001    0.000    0.003    0.000 __init__.py:313(namedtuple)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
       22    0.000    0.000    0.000    0.000 dataclasses.py:356(_recursive_repr)
       22    0.000    0.000    0.000    0.000 dataclasses.py:541(<listcomp>)
       22    0.000    0.000    0.002    0.000 dataclasses.py:537(_repr_fn)
       22    0.000    0.000    0.001    0.000 dataclasses.py:861(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
       22    0.001    0.000    0.010    0.000 dataclasses.py:807(_process_class)
       22    0.000    0.000    0.010    0.000 dataclasses.py:1010(wrap)
       22    0.000    0.000    0.000    0.000 dataclasses.py:996(dataclass)
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       21    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       21    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
       21    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
       20    0.002    0.000    0.525    0.026 __init__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       20    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       20    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       19    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1417(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 dataclasses.py:505(<dictcomp>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
       16    0.000    0.000    0.002    0.000 dataclasses.py:487(_init_fn)
       16    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
    16/10    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
       16    0.000    0.000    0.000    0.000 typing.py:265(_eval_type)
       16    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing.py:509(_evaluate)
       16    0.000    0.000    0.000    0.000 enum.py:398(__members__)
       15    0.000    0.000    0.040    0.003 css_parser.py:294(__init__)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:556(<genexpr>)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 typing.py:307(__new__)
       15    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
       14    0.000    0.000    0.016    0.001 css_parser.py:1126(process_selectors)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:670(<genexpr>)
       14    0.000    0.000    0.000    0.000 inspect.py:2573(__str__)
       14    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 typing.py:320(__init__)
       14    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       13    0.000    0.000    0.003    0.000 dataclasses.py:548(_frozen_get_del_attr)
       13    0.000    0.000    0.001    0.000 dataclasses.py:573(_cmp_fn)
       13    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
       13    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
       13    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
     13/7    0.000    0.000    0.001    0.000 inspect.py:2218(_signature_from_callable)
       13    0.000    0.000    0.004    0.000 enum.py:430(_create_)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
       13    0.000    0.000    0.006    0.000 enum.py:483(_convert_)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 typing_extensions.py:2184(__eq__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       12    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
     11/9    0.003    0.000    0.004    0.000 {built-in method _imp.create_dynamic}
       11    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       11    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       11    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
       11    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       11    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
       11    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
     11/9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1164(create_module)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1172(exec_module)
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:10(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:47(__enter__)
        8    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:489(_get_protocol_attrs)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:534(__new__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:550(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
        8    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        8    0.000    0.000    0.000    0.000 _models.py:60(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:217(<listcomp>)
        8    0.000    0.000    0.000    0.000 _models.py:208(__getitem__)
        8    0.000    0.000    0.000    0.000 _exceptions.py:336(request_context)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        8    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        8    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
        8    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        8    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 element.py:824(<genexpr>)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        7    0.000    0.000    0.000    0.000 dataclasses.py:587(_hash_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:769(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:768(_hash_add)
        7    0.000    0.000    0.000    0.000 _synchronization.py:208(__enter__)
        7    0.000    0.000    0.000    0.000 _synchronization.py:212(__exit__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:620(__eq__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:665(__init_subclass__)
        7    0.000    0.000    0.001    0.000 inspect.py:2851(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3103(signature)
        7    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_from_function)
        7    0.000    0.000    0.000    0.000 _models.py:124(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:119(raw)
        7    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        7    0.000    0.000    0.001    0.000 financial_enhanced.py:22(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
      7/3    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
      7/3    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 element.py:996(name)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2088(__getitem__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2167(__init__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:501(_caller)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:1320(_set_default)
        6    0.000    0.000    0.000    0.000 default.py:64(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 _urlparse.py:449(quote)
        6    0.000    0.000    0.000    0.000 inspect.py:2865(replace)
        6    0.000    0.000    0.000    0.000 inspect.py:3057(__str__)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:1812(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        6    0.000    0.000    0.000    0.000 re.py:243(finditer)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:870(__iter__)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.001    0.000    0.408    0.082 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        5    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.000    0.000 _models.py:79(<listcomp>)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        5    0.000    0.000    0.000    0.000 request.py:407(add_header)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        5    0.000    0.000    0.000    0.000 abc.py:89(register)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        4    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 _models.py:272(<listcomp>)
        4    0.000    0.000    0.000    0.000 _models.py:270(__contains__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        4    0.000    0.000    0.000    0.000 parse.py:121(_coerce_args)
        4    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        4    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        4    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        4    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
        4    0.000    0.000    0.001    0.000 typing.py:1615(__new__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.133    0.044 __init__.py:2(<module>)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
        3    0.000    0.000    0.000    0.000 http11.py:160(_send_event)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:521(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1776(__init__)
        3    0.000    0.000    0.000    0.000 sync.py:128(write)
        3    0.000    0.000    0.000    0.000 _synchronization.py:205(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:61(enforce_headers)
        3    0.000    0.000    0.000    0.000 _models.py:93(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:168(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:287(origin)
        3    0.000    0.000    0.000    0.000 _urlparse.py:422(is_safe)
        3    0.000    0.000    0.000    0.000 _urlparse.py:436(percent_encoded)
        3    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        3    0.000    0.000    0.000    0.000 _models.py:127(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:126(keys)
        3    0.000    0.000    0.000    0.000 message.py:120(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:644(unquote)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        3    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
        3    0.000    0.000    0.000    0.000 typing.py:1160(_get_defaults)
        3    0.000    0.000    0.000    0.000 typing.py:1185(get_type_hints)
        3    0.000    0.000    0.000    0.000 _urls.py:73(__init__)
        3    0.000    0.000    0.001    0.000 functools.py:837(register)
        3    0.000    0.000    0.000    0.000 functools.py:796(singledispatch)
        3    0.000    0.000    0.000    0.000 weakref.py:463(popitem)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:816(clear)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
        2    0.009    0.004    0.091    0.045 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 idna.py:145(encode)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:323(prepare_markup)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.050    0.025 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:42(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:319(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.014    0.007 http11.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
